Edgefield	South Carolina	USA	us	104577532	-05:00	DSTUS
Edisto	South Carolina	USA	us	104577557	-05:00	DSTUS
Elgin	South Carolina	USA	us	104577654	-05:00	DSTUS
Estill	South Carolina	USA	us	104577897	-05:00	DSTUS
Fairfax	South Carolina	USA	us	104578047	-05:00	DSTUS
Five Forks	South Carolina	USA	us	104578602	-05:00	DSTUS
Florence	South Carolina	USA	us	104578737	-05:00	DSTUS
Folly Beach	South Carolina	USA	us	104578801	-05:00	DSTUS
Forest Acres	South Carolina	USA	us	104578841	-05:00	DSTUS
Forestbrook	South Carolina	USA	us	104578904	-05:00	DSTUS
Fort Mill	South Carolina	USA	us	104578977	-05:00	DSTUS
Fountain Inn	South Carolina	USA	us	104579043	-05:00	DSTUS
Gaffney	South Carolina	USA	us	104579418	-05:00	DSTUS
Gantt	South Carolina	USA	us	104579484	-05:00	DSTUS
Garden City	South Carolina	USA	us	104579503	-05:00	DSTUS
Georgetown	South Carolina	USA	us	104579662	-05:00	DSTUS
Gloverville	South Carolina	USA	us	104579923	-05:00	DSTUS
Golden Grove	South Carolina	USA	us	104579979	-05:00	DSTUS
Goose Creek	South Carolina	USA	us	104580098	-05:00	DSTUS
Great Falls	South Carolina	USA	us	104580354	-05:00	DSTUS
Greenville	South Carolina	USA	us	104580543	-05:00	DSTUS
Greenwood	South Carolina	USA	us	104580569	-05:00	DSTUS
Greer	South Carolina	USA	us	104580599	-05:00	DSTUS
Hampton	South Carolina	USA	us	104580983	-05:00	DSTUS
Hanahan	South Carolina	USA	us	104581023	-05:00	DSTUS
Hartsville	South Carolina	USA	us	104581261	-05:00	DSTUS
Hilton Head Island	South Carolina	USA	us	104581833	-05:00	DSTUS
Hollywood	South Carolina	USA	us	104582042	-05:00	DSTUS
Homeland Park	South Carolina	USA	us	104582142	-05:00	DSTUS
Honea Path	South Carolina	USA	us	104582133	-05:00	DSTUS
Irmo	South Carolina	USA	us	104583057	-05:00	DSTUS
Isle of Palms	South Carolina	USA	us	104583114	-05:00	DSTUS
Johnston	South Carolina	USA	us	104583636	-05:00	DSTUS
Judson	South Carolina	USA	us	104583795	-05:00	DSTUS
Kingstree	South Carolina	USA	us	104584125	-05:00	DSTUS
Ladson	South Carolina	USA	us	104584277	-05:00	DSTUS
Lake City	South Carolina	USA	us	104584322	-05:00	DSTUS
Lake Wylie	South Carolina	USA	us	104584474	-05:00	DSTUS
Lakewood	South Carolina	USA	us	104584524	-05:00	DSTUS
Lancaster	South Carolina	USA	us	104584556	-05:00	DSTUS
Landrum	South Carolina	USA	us	104584590	-05:00	DSTUS
Laurel Bay	South Carolina	USA	us	104584683	-05:00	DSTUS
Laurens	South Carolina	USA	us	104584738	-05:00	DSTUS
Leesville	South Carolina	USA	us	104584885	-05:00	DSTUS
Lesslie	South Carolina	USA	us	104584947	-05:00	DSTUS
Lexington	South Carolina	USA	us	104585000	-05:00	DSTUS
Liberty	South Carolina	USA	us	104585025	-05:00	DSTUS
Little River	South Carolina	USA	us	104585421	-05:00	DSTUS
Loris	South Carolina	USA	us	104585835	-05:00	DSTUS
Lugoff	South Carolina	USA	us	104050356	-05:00	DSTUS
Lyman	South Carolina	USA	us	104585988	-05:00	DSTUS
Manning	South Carolina	USA	us	104586196	-05:00	DSTUS
Marion	South Carolina	USA	us	104586266	-05:00	DSTUS
Mauldin	South Carolina	USA	us	104586523	-05:00	DSTUS
McColl	South Carolina	USA	us	104586628	-05:00	DSTUS
Moncks Corner	South Carolina	USA	us	104587511	-05:00	DSTUS
Mount Pleasant	South Carolina	USA	us	104588165	-05:00	DSTUS
Mullins	South Carolina	USA	us	104588634	-05:00	DSTUS
Murrells Inlet	South Carolina	USA	us	104588682	-05:00	DSTUS
Myrtle Beach	South Carolina	USA	us	104588718	-05:00	DSTUS
New Ellenton	South Carolina	USA	us	104588936	-05:00	DSTUS
Newberry	South Carolina	USA	us	104589207	-05:00	DSTUS
Newport	South Carolina	USA	us	104589262	-05:00	DSTUS
North Augusta	South Carolina	USA	us	104589368	-05:00	DSTUS
North Charleston	South Carolina	USA	us	104589387	-05:00	DSTUS
North Hartsville	South Carolina	USA	us	104589426	-05:00	DSTUS
North Myrtle Beach	South Carolina	USA	us	104589446	-05:00	DSTUS
Northlake	South Carolina	USA	us	104589508	-05:00	DSTUS
Oak Grove	South Carolina	USA	us	104589590	-05:00	DSTUS
Orangeburg	South Carolina	USA	us	104590184	-05:00	DSTUS
Pacolet	South Carolina	USA	us	104590312	-05:00	DSTUS
Pageland	South Carolina	USA	us	104590338	-05:00	DSTUS
Parker	South Carolina	USA	us	104590476	-05:00	DSTUS
Pendleton	South Carolina	USA	us	104590762	-05:00	DSTUS
Pickens	South Carolina	USA	us	104590946	-05:00	DSTUS
Piedmont	South Carolina	USA	us	104590980	-05:00	DSTUS
Port Royal	South Carolina	USA	us	104591896	-05:00	DSTUS
Powderville	South Carolina	USA	us	104591977	-05:00	DSTUS
Privateer	South Carolina	USA	us	104592073	-05:00	DSTUS
Ravenel	South Carolina	USA	us	104592411	-05:00	DSTUS
Red Bank	South Carolina	USA	us	104592453	-05:00	DSTUS
Red Hill	South Carolina	USA	us	104592487	-05:00	DSTUS
Ridgeland	South Carolina	USA	us	104592912	-05:00	DSTUS
Rock Hill	South Carolina	USA	us	104593142	-05:00	DSTUS
Saint Andrews	South Carolina	USA	us	104597499	-05:00	DSTUS
Saint Andrews	South Carolina	USA	us	104593724	-05:00	DSTUS
Saint George	South Carolina	USA	us	104593797	-05:00	DSTUS
Saint Matthews	South Carolina	USA	us	104594258	-05:00	DSTUS
Saluda	South Carolina	USA	us	104594694	-05:00	DSTUS
Sans Souci	South Carolina	USA	us	104594975	-05:00	DSTUS
Saxon	South Carolina	USA	us	104595129	-05:00	DSTUS
Seneca	South Carolina	USA	us	104595346	-05:00	DSTUS
Seven Oaks	South Carolina	USA	us	104595374	-05:00	DSTUS
Shell Point	South Carolina	USA	us	104595568	-05:00	DSTUS
Shell Point	South Carolina	USA	us	104595569	-05:00	DSTUS
Simpsonville	South Carolina	USA	us	104595864	-05:00	DSTUS
Socastee	South Carolina	USA	us	104596208	-05:00	DSTUS
South Congaree	South Carolina	USA	us	104597044	-05:00	DSTUS
South Sumter	South Carolina	USA	us	104597113	-05:00	DSTUS
Southern Shops	South Carolina	USA	us	104597140	-05:00	DSTUS
Spartanburg	South Carolina	USA	us	104597200	-05:00	DSTUS
Springdale	South Carolina	USA	us	104597398	-05:00	DSTUS
Springdale	South Carolina	USA	us	104597397	-05:00	DSTUS
Summerville	South Carolina	USA	us	104597919	-05:00	DSTUS
Sumter	South Carolina	USA	us	104597948	-05:00	DSTUS
Surfside Beach	South Carolina	USA	us	104598052	-05:00	DSTUS
Taylors	South Carolina	USA	us	104598353	-05:00	DSTUS
Tega Cay	South Carolina	USA	us	104598379	-05:00	DSTUS
Timmonsville	South Carolina	USA	us	104598692	-05:00	DSTUS
Travelers Rest	South Carolina	USA	us	104598865	-05:00	DSTUS
Union	South Carolina	USA	us	104599214	-05:00	DSTUS
Valley Falls	South Carolina	USA	us	104599455	-05:00	DSTUS
Wade Hampton	South Carolina	USA	us	104599937	-05:00	DSTUS
Walhalla	South Carolina	USA	us	104599981	-05:00	DSTUS
Walterboro	South Carolina	USA	us	104600065	-05:00	DSTUS
Ware Shoals	South Carolina	USA	us	104600141	-05:00	DSTUS
Welcome	South Carolina	USA	us	104600413	-05:00	DSTUS
West Columbia	South Carolina	USA	us	104600541	-05:00	DSTUS
Westminster	South Carolina	USA	us	104600661	-05:00	DSTUS
Wilkinson Heights	South Carolina	USA	us	104601093	-05:00	DSTUS
Williamston	South Carolina	USA	us	104601167	-05:00	DSTUS
Williston	South Carolina	USA	us	104601196	-05:00	DSTUS
Winnsboro	South Carolina	USA	us	104601335	-05:00	DSTUS
Winnsboro Mills	South Carolina	USA	us	104601336	-05:00	DSTUS
Woodfield	South Carolina	USA	us	104601475	-05:00	DSTUS
Woodruff	South Carolina	USA	us	104601547	-05:00	DSTUS
York	South Carolina	USA	us	104601703	-05:00	DSTUS
Aberdeen	South Dakota	USA	us	105225857	-06:00	DSTUS
Antelope	South Dakota	USA	us	105762412	-06:00	DSTUS
Arlington	South Dakota	USA	us	105226035	-06:00	DSTUS
Baltic	South Dakota	USA	us	105226143	-06:00	DSTUS
Belle Fourche	South Dakota	USA	us	105762718	-06:00	DSTUS
Beresford	South Dakota	USA	us	105226250	-06:00	DSTUS
Blackhawk	South Dakota	USA	us	105762897	-06:00	DSTUS
Box Elder	South Dakota	USA	us	105763011	-06:00	DSTUS
Brandon	South Dakota	USA	us	105226489	-06:00	DSTUS
Britton	South Dakota	USA	us	105226523	-06:00	DSTUS
Brookings	South Dakota	USA	us	105226534	-06:00	DSTUS
Canton	South Dakota	USA	us	105226716	-06:00	DSTUS
Chamberlain	South Dakota	USA	us	105226824	-06:00	DSTUS
Clark	South Dakota	USA	us	105226901	-06:00	DSTUS
Clear Lake	South Dakota	USA	us	105226932	-06:00	DSTUS
Colonial Pine Hills	South Dakota	USA	us	105763699	-06:00	DSTUS
Crooks	South Dakota	USA	us	105227129	-06:00	DSTUS
Custer	South Dakota	USA	us	105763910	-06:00	DSTUS
De Smet	South Dakota	USA	us	105227237	-06:00	DSTUS
Deadwood	South Dakota	USA	us	105764048	-06:00	DSTUS
Dell Rapids	South Dakota	USA	us	105227270	-06:00	DSTUS
Elk Point	South Dakota	USA	us	105227567	-06:00	DSTUS
Eureka	South Dakota	USA	us	105227665	-06:00	DSTUS
Flandreau	South Dakota	USA	us	105227802	-06:00	DSTUS
Fort Pierre	South Dakota	USA	us	105764864	-06:00	DSTUS
Fort Thompson	South Dakota	USA	us	105227856	-06:00	DSTUS
Freeman	South Dakota	USA	us	105227913	-06:00	DSTUS
Garretson	South Dakota	USA	us	105227996	-06:00	DSTUS
Gettysburg	South Dakota	USA	us	105228053	-06:00	DSTUS
Gregory	South Dakota	USA	us	105228222	-06:00	DSTUS
Groton	South Dakota	USA	us	105228242	-06:00	DSTUS
Harrisburg	South Dakota	USA	us	105228340	-06:00	DSTUS
Hartford	South Dakota	USA	us	105228353	-06:00	DSTUS
Hot Springs	South Dakota	USA	us	105765751	-06:00	DSTUS
Howard	South Dakota	USA	us	105228623	-06:00	DSTUS
Huron	South Dakota	USA	us	105228673	-06:00	DSTUS
Ipswich	South Dakota	USA	us	105228742	-06:00	DSTUS
Kyle	South Dakota	USA	us	105766307	-06:00	DSTUS
Lead	South Dakota	USA	us	105766425	-06:00	DSTUS
Lemmon	South Dakota	USA	us	105766453	-06:00	DSTUS
Lennox	South Dakota	USA	us	105229271	-06:00	DSTUS
Madison	South Dakota	USA	us	105229526	-06:00	DSTUS
Martin	South Dakota	USA	us	105766888	-06:00	DSTUS
Milbank	South Dakota	USA	us	105229737	-06:00	DSTUS
Miller	South Dakota	USA	us	105229751	-06:00	DSTUS
Mission	South Dakota	USA	us	105767144	-06:00	DSTUS
Mitchell	South Dakota	USA	us	105229794	-06:00	DSTUS
Mobridge	South Dakota	USA	us	105767189	-06:00	DSTUS
North Eagle Butte	South Dakota	USA	us	105767488	-06:00	DSTUS
North Sioux City	South Dakota	USA	us	105230076	-06:00	DSTUS
North Spearfish	South Dakota	USA	us	105767532	-06:00	DSTUS
Oglala	South Dakota	USA	us	105767610	-06:00	DSTUS
Parker	South Dakota	USA	us	105230309	-06:00	DSTUS
Parkston	South Dakota	USA	us	105230313	-06:00	DSTUS
Pierre	South Dakota	USA	us	105767918	-06:00	DSTUS
Pine Ridge	South Dakota	USA	us	105767939	-06:00	DSTUS
Platte	South Dakota	USA	us	105230472	-06:00	DSTUS
Rapid City	South Dakota	USA	us	105768233	-06:00	DSTUS
Rapid Valley	South Dakota	USA	us	105768244	-06:00	DSTUS
Redfield	South Dakota	USA	us	105230743	-06:00	DSTUS
Rosebud	South Dakota	USA	us	105768556	-06:00	DSTUS
Salem	South Dakota	USA	us	105231228	-06:00	DSTUS
Sioux Falls	South Dakota	USA	us	105231851	-06:00	DSTUS
Sisseton	South Dakota	USA	us	105231863	-06:00	DSTUS
Spearfish	South Dakota	USA	us	105769288	-06:00	DSTUS
Sturgis	South Dakota	USA	us	105769489	-06:00	DSTUS
Tea	South Dakota	USA	us	105232316	-06:00	DSTUS
Tyndall	South Dakota	USA	us	105232489	-06:00	DSTUS
Vermillion	South Dakota	USA	us	105232592	-06:00	DSTUS
Volga	South Dakota	USA	us	105232637	-06:00	DSTUS
Wagner	South Dakota	USA	us	105232661	-06:00	DSTUS
Watertown	South Dakota	USA	us	105232741	-06:00	DSTUS
Webster	South Dakota	USA	us	105232764	-06:00	DSTUS
Wessington Springs	South Dakota	USA	us	105232802	-06:00	DSTUS
Winner	South Dakota	USA	us	105232994	-06:00	DSTUS
Yankton	South Dakota	USA	us	105233053	-06:00	DSTUS
Alamo	Tennessee	USA	us	104602167	-06:00	DSTUS
Alcoa	Tennessee	USA	us	104602181	-05:00	DSTUS
Algood	Tennessee	USA	us	104602283	-06:00	DSTUS
Arlington	Tennessee	USA	us	104603001	-06:00	DSTUS
Ashland City	Tennessee	USA	us	104603225	-06:00	DSTUS
Athens	Tennessee	USA	us	104603284	-06:00	DSTUS
Atoka	Tennessee	USA	us	104603347	-06:00	DSTUS
Bartlett	Tennessee	USA	us	104604183	-06:00	DSTUS
Bean Station	Tennessee	USA	us	104604504	-05:00	DSTUS
Belle Meade	Tennessee	USA	us	104605324	-06:00	DSTUS
Bells	Tennessee	USA	us	104605372	-06:00	DSTUS
Bloomingdale	Tennessee	USA	us	104607177	-05:00	DSTUS
Blountville	Tennessee	USA	us	104607201	-05:00	DSTUS
Bolivar	Tennessee	USA	us	104607598	-06:00	DSTUS
Brentwood	Tennessee	USA	us	104608408	-06:00	DSTUS
Brentwood Estates	Tennessee	USA	us	104608418	-06:00	DSTUS
Brighton	Tennessee	USA	us	104608615	-06:00	DSTUS
Bristol	Tennessee	USA	us	104608657	-05:00	DSTUS
Brownsville	Tennessee	USA	us	104609116	-06:00	DSTUS
Camden	Tennessee	USA	us	104610643	-06:00	DSTUS
Carthage	Tennessee	USA	us	104611656	-06:00	DSTUS
Caryville	Tennessee	USA	us	104611691	-05:00	DSTUS
Centerville	Tennessee	USA	us	104612465	-06:00	DSTUS
Central	Tennessee	USA	us	104612476	-06:00	DSTUS
Central	Tennessee	USA	us	104612474	-05:00	DSTUS
Chattanooga	Tennessee	USA	us	104612862	-06:00	DSTUS
Church Hill	Tennessee	USA	us	104613560	-05:00	DSTUS
Clarksville	Tennessee	USA	us	104613868	-06:00	DSTUS
Cleveland	Tennessee	USA	us	104614088	-06:00	DSTUS
Clifton	Tennessee	USA	us	104614136	-06:00	DSTUS
Clinton	Tennessee	USA	us	104614214	-05:00	DSTUS
Collegedale	Tennessee	USA	us	104614720	-06:00	DSTUS
Collierville	Tennessee	USA	us	104614748	-06:00	DSTUS
Colonial Heights	Tennessee	USA	us	104614843	-05:00	DSTUS
Columbia	Tennessee	USA	us	104614867	-06:00	DSTUS
Cookeville	Tennessee	USA	us	104615145	-06:00	DSTUS
Coopertown	Tennessee	USA	us	104615331	-06:00	DSTUS
Covington	Tennessee	USA	us	104615804	-06:00	DSTUS
Crossville	Tennessee	USA	us	104616470	-06:00	DSTUS
Dandridge	Tennessee	USA	us	104617112	-05:00	DSTUS
Dayton	Tennessee	USA	us	104617536	-06:00	DSTUS
Dickson	Tennessee	USA	us	104618057	-06:00	DSTUS
Dresden	Tennessee	USA	us	104619013	-06:00	DSTUS
Dunlap	Tennessee	USA	us	104619629	-06:00	DSTUS
Dyer	Tennessee	USA	us	104619758	-06:00	DSTUS
Dyersburg	Tennessee	USA	us	104619800	-06:00	DSTUS
Eagleton Village	Tennessee	USA	us	104619893	-05:00	DSTUS
East Brainerd	Tennessee	USA	us	104619943	-06:00	DSTUS
East Chattanooga	Tennessee	USA	us	104619947	-06:00	DSTUS
East Ridge	Tennessee	USA	us	104620131	-06:00	DSTUS
Elizabethton	Tennessee	USA	us	104620634	-05:00	DSTUS
Erwin	Tennessee	USA	us	104621130	-05:00	DSTUS
Estill Springs	Tennessee	USA	us	104621192	-06:00	DSTUS
Etowah	Tennessee	USA	us	104621196	-06:00	DSTUS
Fairfield Glade	Tennessee	USA	us	104621447	-06:00	DSTUS
Fairmount	Tennessee	USA	us	104621469	-06:00	DSTUS
Fairmount	Tennessee	USA	us	104621470	-05:00	DSTUS
Fairview	Tennessee	USA	us	104621503	-06:00	DSTUS
Farragut	Tennessee	USA	us	104621846	-05:00	DSTUS
Fayetteville	Tennessee	USA	us	104621915	-06:00	DSTUS
Forest Hills	Tennessee	USA	us	104623039	-06:00	DSTUS
Franklin	Tennessee	USA	us	104623560	-06:00	DSTUS
Gallatin	Tennessee	USA	us	104624180	-06:00	DSTUS
Gatlinburg	Tennessee	USA	us	104624443	-05:00	DSTUS
Germantown	Tennessee	USA	us	104624601	-06:00	DSTUS
Goodlettsville	Tennessee	USA	us	104625282	-06:00	DSTUS
Green Hill	Tennessee	USA	us	104626181	-06:00	DSTUS
Greenbrier	Tennessee	USA	us	104626286	-06:00	DSTUS
Greeneville	Tennessee	USA	us	104626334	-05:00	DSTUS
Greenfield	Tennessee	USA	us	104626344	-06:00	DSTUS
Halls	Tennessee	USA	us	104627194	-06:00	DSTUS
Harriman	Tennessee	USA	us	104627863	-06:00	DSTUS
Harrison	Tennessee	USA	us	104627983	-06:00	DSTUS
Harrogate	Tennessee	USA	us	104628044	-05:00	DSTUS
Hartsville	Tennessee	USA	us	104628109	-06:00	DSTUS
Henderson	Tennessee	USA	us	104628695	-06:00	DSTUS
Hendersonville	Tennessee	USA	us	104628735	-06:00	DSTUS
Hickory Withe	Tennessee	USA	us	104629217	-06:00	DSTUS
Hohenwald	Tennessee	USA	us	104629986	-06:00	DSTUS
Humboldt	Tennessee	USA	us	104631291	-06:00	DSTUS
Huntingdon	Tennessee	USA	us	104631422	-06:00	DSTUS
Jackson	Tennessee	USA	us	104632595	-06:00	DSTUS
Jasper	Tennessee	USA	us	104632892	-06:00	DSTUS
Jefferson City	Tennessee	USA	us	104632959	-05:00	DSTUS
Jellico	Tennessee	USA	us	104632967	-05:00	DSTUS
Johnson City	Tennessee	USA	us	104633419	-05:00	DSTUS
Jonesborough	Tennessee	USA	us	104633848	-05:00	DSTUS
Kingsport	Tennessee	USA	us	104634662	-05:00	DSTUS
Kingston	Tennessee	USA	us	104634671	-06:00	DSTUS
Kingston Springs	Tennessee	USA	us	104634683	-06:00	DSTUS
Knoxville	Tennessee	USA	us	104634946	-05:00	DSTUS
La Vergne	Tennessee	USA	us	104635031	-06:00	DSTUS
Lafayette	Tennessee	USA	us	104635094	-06:00	DSTUS
Lafayette	Tennessee	USA	us	104635093	-06:00	DSTUS
LaFollette	Tennessee	USA	us	104635037	-05:00	DSTUS
Lake Tansi	Tennessee	USA	us	104635233	-06:00	DSTUS
Lakeland	Tennessee	USA	us	104635268	-06:00	DSTUS
Lakewood	Tennessee	USA	us	104635340	-06:00	DSTUS
Lawrenceburg	Tennessee	USA	us	104635849	-06:00	DSTUS
Lebanon	Tennessee	USA	us	104636045	-06:00	DSTUS
Lenoir City	Tennessee	USA	us	104636285	-05:00	DSTUS
Lewisburg	Tennessee	USA	us	104636442	-06:00	DSTUS
Lexington	Tennessee	USA	us	104636463	-06:00	DSTUS
Livingston	Tennessee	USA	us	104637626	-06:00	DSTUS
Loudon	Tennessee	USA	us	104638278	-05:00	DSTUS
Louisville	Tennessee	USA	us	104638308	-05:00	DSTUS
Lynchburg	Tennessee	USA	us	104638782	-06:00	DSTUS
Madisonville	Tennessee	USA	us	104639072	-06:00	DSTUS
Manchester	Tennessee	USA	us	104639224	-06:00	DSTUS
Martin	Tennessee	USA	us	104639684	-06:00	DSTUS
Maryville	Tennessee	USA	us	104639848	-05:00	DSTUS
McKenzie	Tennessee	USA	us	104640736	-06:00	DSTUS
McMinnville	Tennessee	USA	us	104640882	-06:00	DSTUS
Memphis	Tennessee	USA	us	104641239	-06:00	DSTUS
Middle Valley	Tennessee	USA	us	104641495	-06:00	DSTUS
Midway	Tennessee	USA	us	104641562	-05:00	DSTUS
Milan	Tennessee	USA	us	104641630	-06:00	DSTUS
Millersville	Tennessee	USA	us	104641974	-06:00	DSTUS
Millington	Tennessee	USA	us	104641998	-06:00	DSTUS
Monterey	Tennessee	USA	us	104642410	-06:00	DSTUS
Morristown	Tennessee	USA	us	104642938	-05:00	DSTUS
Mount Carmel	Tennessee	USA	us	104643150	-06:00	DSTUS
Mount Carmel	Tennessee	USA	us	104643153	-05:00	DSTUS
Mount Juliet	Tennessee	USA	us	104643336	-06:00	DSTUS
Mount Pleasant	Tennessee	USA	us	104643578	-06:00	DSTUS
Mountain City	Tennessee	USA	us	104643953	-05:00	DSTUS
Munford	Tennessee	USA	us	104644282	-06:00	DSTUS
Murfreesboro	Tennessee	USA	us	104644312	-06:00	DSTUS
Nashville	Tennessee	USA	us	104644585	-06:00	DSTUS
New South Memphis	Tennessee	USA	us	104645421	-06:00	DSTUS
New Tazewell	Tennessee	USA	us	104645422	-05:00	DSTUS
Newbern	Tennessee	USA	us	104645498	-06:00	DSTUS
Newport	Tennessee	USA	us	104645532	-05:00	DSTUS
Nolensville	Tennessee	USA	us	104645738	-06:00	DSTUS
Oak Grove	Tennessee	USA	us	104646335	-05:00	DSTUS
Oak Hill	Tennessee	USA	us	104646498	-06:00	DSTUS
Oak Ridge	Tennessee	USA	us	104646571	-05:00	DSTUS
Oliver Springs	Tennessee	USA	us	104647282	-06:00	DSTUS
Oneida	Tennessee	USA	us	104647287	-06:00	DSTUS
Ooltewah	Tennessee	USA	us	104647313	-06:00	DSTUS
Paris	Tennessee	USA	us	104647963	-06:00	DSTUS
Parsons	Tennessee	USA	us	104648217	-06:00	DSTUS
Pegram	Tennessee	USA	us	104648637	-06:00	DSTUS
Pigeon Forge	Tennessee	USA	us	104649251	-05:00	DSTUS
Pine Crest	Tennessee	USA	us	104649401	-05:00	DSTUS
Pine Crest	Tennessee	USA	us	104649400	-05:00	DSTUS
Plainview	Tennessee	USA	us	104649905	-06:00	DSTUS
Pleasant View	Tennessee	USA	us	104650295	-06:00	DSTUS
Portland	Tennessee	USA	us	104650946	-06:00	DSTUS
Pulaski	Tennessee	USA	us	104651648	-06:00	DSTUS
Red Bank	Tennessee	USA	us	104652341	-06:00	DSTUS
Ripley	Tennessee	USA	us	104653228	-06:00	DSTUS
Rockwood	Tennessee	USA	us	104653999	-06:00	DSTUS
Rogersville	Tennessee	USA	us	104654293	-05:00	DSTUS
Savannah	Tennessee	USA	us	104656006	-06:00	DSTUS
Selmer	Tennessee	USA	us	104656442	-06:00	DSTUS
Sevierville	Tennessee	USA	us	104656585	-05:00	DSTUS
Sewanee	Tennessee	USA	us	104656589	-06:00	DSTUS
Seymour	Tennessee	USA	us	104656630	-05:00	DSTUS
Shelbyville	Tennessee	USA	us	104657077	-06:00	DSTUS
Signal Mountain	Tennessee	USA	us	104657633	-06:00	DSTUS
Smithville	Tennessee	USA	us	104658541	-06:00	DSTUS
Smyrna	Tennessee	USA	us	104658590	-06:00	DSTUS
Soddy-Daisy	Tennessee	USA	us	104658766	-06:00	DSTUS
Somerville	Tennessee	USA	us	104658802	-06:00	DSTUS
South Cleveland	Tennessee	USA	us	104658861	-06:00	DSTUS
South Fulton	Tennessee	USA	us	104658948	-06:00	DSTUS
South Pittsburg	Tennessee	USA	us	104659005	-06:00	DSTUS
Sparta	Tennessee	USA	us	104659177	-06:00	DSTUS
Spring Hill	Tennessee	USA	us	104659446	-06:00	DSTUS
Springfield	Tennessee	USA	us	104659557	-06:00	DSTUS
Spurgeon	Tennessee	USA	us	104659625	-05:00	DSTUS
Sweetwater	Tennessee	USA	us	104661331	-06:00	DSTUS
Tiptonville	Tennessee	USA	us	104662809	-06:00	DSTUS
Trenton	Tennessee	USA	us	104663205	-06:00	DSTUS
Tullahoma	Tennessee	USA	us	104663494	-06:00	DSTUS
Unicoi	Tennessee	USA	us	104663928	-05:00	DSTUS
Union City	Tennessee	USA	us	104664170	-06:00	DSTUS
Walnut Hill	Tennessee	USA	us	104665680	-05:00	DSTUS
Waverly	Tennessee	USA	us	104666202	-06:00	DSTUS
White Bluff	Tennessee	USA	us	104667165	-06:00	DSTUS
White House	Tennessee	USA	us	104667282	-06:00	DSTUS
Whiteville	Tennessee	USA	us	104667530	-06:00	DSTUS
Wildwood Lake	Tennessee	USA	us	104667757	-06:00	DSTUS
Winchester	Tennessee	USA	us	104668336	-06:00	DSTUS
Woodbury	Tennessee	USA	us	104668717	-06:00	DSTUS
Abilene	Texas	USA	us	104669635	-05:00	DSTUS
Addison	Texas	USA	us	104669828	-05:00	DSTUS
Alamo	Texas	USA	us	104670074	-06:00	DSTUS
Alamo Heights	Texas	USA	us	104670029	-05:00	DSTUS
Aldine	Texas	USA	us	104670146	-06:00	DSTUS
Alice	Texas	USA	us	104670234	-06:00	DSTUS
Allen	Texas	USA	us	104670300	-05:00	DSTUS
Alpine	Texas	USA	us	105516203	-05:00	DSTUS
Alton	Texas	USA	us	104670555	-06:00	DSTUS
Alton North	Texas	USA	us	104670562	-06:00	DSTUS
Alvin	Texas	USA	us	104670592	-06:00	DSTUS
Amarillo	Texas	USA	us	105516233	-06:00	DSTUS
Anderson Mill	Texas	USA	us	104670783	-05:00	DSTUS
Andrews	Texas	USA	us	105516288	-05:00	DSTUS
Angleton	Texas	USA	us	104670866	-06:00	DSTUS
Aransas Pass	Texas	USA	us	104671141	-06:00	DSTUS
Arlington	Texas	USA	us	104671240	-05:00	DSTUS
Atascocita	Texas	USA	us	104671524	-06:00	DSTUS
Athens	Texas	USA	us	104671545	-05:00	DSTUS
Atlanta	Texas	USA	us	104671576	-05:00	DSTUS
Austin	Texas	USA	us	104671654	-05:00	DSTUS
Azle	Texas	USA	us	104671800	-05:00	DSTUS
Bacliff	Texas	USA	us	104671895	-06:00	DSTUS
Balch Springs	Texas	USA	us	104672059	-05:00	DSTUS
Bastrop	Texas	USA	us	104672576	-05:00	DSTUS
Bay City	Texas	USA	us	104829307	-06:00	DSTUS
Baytown	Texas	USA	us	104672731	-06:00	DSTUS
Beaumont	Texas	USA	us	104672989	-06:00	DSTUS
Bedford	Texas	USA	us	104673094	-05:00	DSTUS
Beeville	Texas	USA	us	104673258	-06:00	DSTUS
Bellaire	Texas	USA	us	104673353	-06:00	DSTUS
Bellmead	Texas	USA	us	104673389	-05:00	DSTUS
Belton	Texas	USA	us	104673425	-05:00	DSTUS
